îÑè„ID,å⁄ãqID,å_ñÒID,îÑè„ì˙,îÑè„
S-1061613,C-1001227,N-1003181,2021/5/19,21000
S-1061614,C-1000714,N-1001653,2021/5/19,21000
S-1061615,C-1001238,N-1003182,2021/5/19,10000
S-1061616,C-1000984,N-1002302,2021/5/19,9000
S-1061617,C-1000983,N-1002301,2021/5/19,30000
S-1061618,C-1001227,N-1003184,2021/5/19,21000
S-1061619,C-1000983,N-1002300,2021/5/19,30000
S-1061620,C-1000983,N-1002299,2021/5/19,30000
S-1061621,C-1000983,N-1002298,2021/5/19,30000
S-1061667,C-1000714,N-1002372,2021/5/19,21000
S-1061668,C-1000984,N-1002303,2021/5/19,9000
S-1061669,C-1001344,N-1003561,2021/5/19,30000
S-1061670,C-1000358,N-1000517,2021/5/19,80000
S-1061671,C-1000196,N-1000235,2021/5/19,10000
S-1061672,C-1000196,N-1003266,2021/5/19,10000
S-1061673,C-1000682,N-1001246,2021/5/19,9000
S-1061674,C-1000196,N-1000236,2021/5/19,10000
S-1061675,C-1000195,N-1000237,2021/5/19,50000
S-1061676,C-1001311,N-1003447,2021/5/19,10000
S-1061677,C-1000343,N-1000480,2021/5/19,6000
S-1061678,C-1001311,N-1003448,2021/5/19,10000
S-1061679,C-1000343,N-1000479,2021/5/19,6000
S-1061680,C-1000195,N-1000238,2021/5/19,50000
S-1061681,C-1000192,N-1000619,2021/5/19,15000
S-1061682,C-1000766,N-1003449,2021/5/19,30000
S-1061683,C-1000009,N-1000010,2021/5/19,15000
S-1061684,C-1000654,N-1001197,2021/5/19,80000
S-1061685,C-1000654,N-1001196,2021/5/19,80000
S-1061686,C-1000192,N-1000618,2021/5/19,15000
S-1061687,C-1001341,N-1003563,2021/5/19,30000
S-1061688,C-1000682,N-1001245,2021/5/19,9000
S-1061689,C-1000451,N-1001248,2021/5/19,29000
S-1061690,C-1000116,N-1000234,2021/5/19,30000
S-1061739,C-1001341,N-1003562,2021/5/19,30000
S-1061740,C-1000733,N-1003093,2021/5/20,10000
S-1061741,C-1000959,N-1002305,2021/5/20,21000
S-1061742,C-1000959,N-1002304,2021/5/20,21000
S-1061743,C-1000028,N-1003372,2021/5/20,9000
S-1061744,C-1000272,N-1001920,2021/5/20,50000
S-1061745,C-1001284,N-1003366,2021/5/20,15000
S-1061746,C-1000684,N-1001250,2021/5/20,15000
S-1061747,C-1000028,N-1002752,2021/5/20,9000
S-1061748,C-1000926,N-1002086,2021/5/20,30000
S-1061749,C-1001284,N-1003365,2021/5/20,15000
S-1061750,C-1001284,N-1003364,2021/5/20,15000
S-1061751,C-1000926,N-1002085,2021/5/20,30000
S-1061752,C-1001255,N-1003271,2021/5/20,21000
S-1061753,C-1001025,N-1003185,2021/5/20,6000
S-1061754,C-1000296,N-1003030,2021/5/20,30000
S-1061755,C-1000684,N-1001251,2021/5/20,50000
S-1061756,C-1000996,N-1002373,2021/5/20,30000
S-1061757,C-1000996,N-1002374,2021/5/20,30000
S-1061758,C-1000959,N-1002306,2021/5/20,21000
S-1061759,C-1001284,N-1003371,2021/5/20,15000
S-1061760,C-1000310,N-1003450,2021/5/20,15000
S-1061761,C-1000480,N-1001919,2021/5/20,50000
S-1061762,C-1000517,N-1000837,2021/5/20,6000
S-1061807,C-1001284,N-1003369,2021/5/20,15000
S-1061808,C-1000517,N-1000838,2021/5/20,6000
S-1061809,C-1000517,N-1000839,2021/5/20,6000
S-1061810,C-1000926,N-1002935,2021/5/20,30000
S-1061811,C-1000145,N-1000930,2021/5/20,13000
S-1061812,C-1001284,N-1003367,2021/5/20,15000
S-1061813,C-1000884,N-1003370,2021/5/20,29000
S-1061814,C-1001004,N-1003363,2021/5/20,30000
S-1061815,C-1000145,N-1000931,2021/5/20,13000
S-1061816,C-1000733,N-1001724,2021/5/20,10000
S-1061817,C-1000634,N-1001152,2021/5/20,13000
S-1061818,C-1000634,N-1001153,2021/5/20,13000
S-1061819,C-1000733,N-1001725,2021/5/20,10000
S-1061820,C-1000634,N-1001154,2021/5/20,13000
S-1061821,C-1000733,N-1001726,2021/5/20,10000
S-1061822,C-1000733,N-1001727,2021/5/20,10000
S-1061823,C-1000884,N-1001917,2021/5/20,29000
S-1061824,C-1000517,N-1000840,2021/5/20,6000
S-1061825,C-1000310,N-1000876,2021/5/20,15000
S-1061826,C-1000684,N-1001253,2021/5/20,15000
S-1061827,C-1001004,N-1002377,2021/5/20,30000
S-1061828,C-1001255,N-1003269,2021/5/20,21000
S-1061829,C-1001129,N-1002862,2021/5/20,80000
S-1061830,C-1000272,N-1001926,2021/5/20,50000
S-1061943,C-1000272,N-1001925,2021/5/20,50000
S-1061944,C-1000517,N-1000836,2021/5/20,6000
S-1061945,C-1000272,N-1001924,2021/5/20,50000
S-1061946,C-1000066,N-1003270,2021/5/20,13000
S-1061947,C-1001025,N-1002478,2021/5/20,13000
S-1061948,C-1000684,N-1003489,2021/5/20,15000
S-1061949,C-1000272,N-1001923,2021/5/20,50000
S-1061950,C-1000517,N-1002685,2021/5/20,6000
S-1061995,C-1001129,N-1002863,2021/5/20,80000
S-1061996,C-1000066,N-1002686,2021/5/20,13000
S-1061997,C-1001025,N-1002477,2021/5/20,13000
S-1061998,C-1000321,N-1001867,2021/5/20,6000
S-1061999,C-1000321,N-1001868,2021/5/20,6000
S-1062000,C-1000272,N-1001922,2021/5/20,50000
S-1062001,C-1000310,N-1000877,2021/5/20,15000
S-1062002,C-1000741,N-1001434,2021/5/20,21000
S-1062003,C-1001264,N-1003268,2021/5/20,15000
S-1062004,C-1001264,N-1003267,2021/5/20,15000
S-1062005,C-1001054,N-1002580,2021/5/20,9000
S-1062006,C-1001284,N-1003368,2021/5/20,15000
S-1062007,C-1000217,N-1003029,2021/5/20,15000
S-1062008,C-1000741,N-1001437,2021/5/20,21000
S-1062009,C-1000296,N-1002479,2021/5/20,30000
S-1062010,C-1001241,N-1003188,2021/5/20,15000
S-1062011,C-1000741,N-1001436,2021/5/20,21000
S-1062012,C-1001241,N-1003189,2021/5/20,15000
S-1062013,C-1000272,N-1001921,2021/5/20,50000
S-1062014,C-1001057,N-1002588,2021/5/20,9000
S-1062015,C-1001177,N-1003028,2021/5/20,13000
S-1062016,C-1001057,N-1002587,2021/5/20,9000
S-1062017,C-1001057,N-1002586,2021/5/20,9000
S-1062018,C-1001241,N-1003190,2021/5/20,15000
S-1062067,C-1000741,N-1001435,2021/5/20,21000
S-1062068,C-1001057,N-1002585,2021/5/20,9000
S-1062069,C-1001067,N-1002584,2021/5/20,29000
S-1062070,C-1001067,N-1002583,2021/5/20,29000
S-1062071,C-1001054,N-1002582,2021/5/20,9000
S-1062072,C-1001054,N-1002581,2021/5/20,9000
S-1062073,C-1000634,N-1003186,2021/5/20,15000
S-1062074,C-1000480,N-1001918,2021/5/20,50000
S-1062075,C-1000925,N-1002084,2021/5/20,80000
S-1062076,C-1000083,N-1000087,2021/5/20,6000
S-1062077,C-1000030,N-1000030,2021/5/20,30000
S-1062078,C-1000380,N-1000547,2021/5/20,9000
S-1062079,C-1000067,N-1000187,2021/5/20,15000
S-1062080,C-1000380,N-1000549,2021/5/20,50000
S-1062081,C-1000244,N-1000620,2021/5/20,9000
S-1062082,C-1000028,N-1000028,2021/5/20,9000
S-1062083,C-1000244,N-1000621,2021/5/20,9000
S-1062084,C-1000217,N-1000263,2021/5/20,15000
S-1062085,C-1000380,N-1000546,2021/5/20,9000
S-1062086,C-1000067,N-1000186,2021/5/20,15000
S-1062087,C-1000217,N-1000264,2021/5/20,15000
S-1062088,C-1000028,N-1000029,2021/5/20,9000
S-1062089,C-1000066,N-1000072,2021/5/20,13000
S-1062090,C-1000066,N-1000073,2021/5/20,13000
S-1062136,C-1000255,N-1000544,2021/5/20,21000
S-1062137,C-1000296,N-1000406,2021/5/20,30000
S-1062138,C-1000380,N-1000545,2021/5/20,50000
S-1062139,C-1000255,N-1000543,2021/5/20,21000
S-1062140,C-1000083,N-1000086,2021/5/20,6000
S-1062141,C-1001030,N-1002484,2021/5/21,30000
S-1062142,C-1000245,N-1000481,2021/5/21,50000
S-1062143,C-1000604,N-1002224,2021/5/21,29000
S-1062144,C-1000166,N-1000579,2021/5/21,9000
S-1062145,C-1000675,N-1002011,2021/5/21,50000
S-1062146,C-1000813,N-1001960,2021/5/21,15000
S-1062147,C-1000943,N-1002148,2021/5/21,50000
S-1062148,C-1000345,N-1000622,2021/5/21,80000
S-1062149,C-1000265,N-1001522,2021/5/21,29000
S-1062150,C-1000278,N-1000361,2021/5/21,15000
S-1062151,C-1001030,N-1002482,2021/5/21,30000
S-1062152,C-1000675,N-1002015,2021/5/21,50000
S-1062153,C-1001065,N-1002590,2021/5/21,15000
S-1062154,C-1000033,N-1002012,2021/5/21,9000
S-1062155,C-1000033,N-1002014,2021/5/21,9000
S-1062156,C-1000319,N-1001929,2021/5/21,6000
S-1062157,C-1000133,N-1000153,2021/5/21,30000
S-1062158,C-1000033,N-1002013,2021/5/21,9000
S-1062159,C-1000265,N-1001523,2021/5/21,29000
S-1062205,C-1001203,N-1003095,2021/5/21,30000
S-1062206,C-1001065,N-1002589,2021/5/21,15000
S-1062207,C-1000473,N-1000721,2021/5/21,30000
S-1062208,C-1001035,N-1002485,2021/5/21,6000
S-1062209,C-1001356,N-1003615,2021/5/21,13000
S-1062210,C-1000033,N-1003096,2021/5/21,9000
S-1062211,C-1000482,N-1003272,2021/5/21,50000
S-1062212,C-1000604,N-1002223,2021/5/21,29000
S-1062213,C-1000166,N-1002378,2021/5/21,9000
S-1062214,C-1000482,N-1001566,2021/5/21,50000
S-1062215,C-1000319,N-1001932,2021/5/21,6000
S-1062216,C-1000473,N-1000728,2021/5/21,30000
S-1062217,C-1000133,N-1000152,2021/5/21,30000
S-1062218,C-1000245,N-1000482,2021/5/21,50000
S-1062219,C-1000319,N-1001930,2021/5/21,6000
S-1062220,C-1000790,N-1001561,2021/5/21,50000
S-1062221,C-1000166,N-1000578,2021/5/21,9000
S-1062222,C-1000201,N-1001603,2021/5/21,50000
S-1062223,C-1000278,N-1000363,2021/5/21,15000
S-1062224,C-1000943,N-1002149,2021/5/21,50000
S-1062225,C-1000278,N-1000360,2021/5/21,80000
S-1062226,C-1000473,N-1000727,2021/5/21,30000
S-1062227,C-1000790,N-1001562,2021/5/21,50000
S-1062228,C-1000472,N-1000724,2021/5/21,13000
S-1062274,C-1000873,N-1001869,2021/5/21,50000
S-1062275,C-1001203,N-1003094,2021/5/21,30000
S-1062276,C-1000473,N-1000722,2021/5/21,30000
S-1062277,C-1000873,N-1003273,2021/5/21,50000
S-1062278,C-1000482,N-1002687,2021/5/21,50000
S-1062279,C-1000482,N-1001564,2021/5/21,50000
S-1062280,C-1000473,N-1000729,2021/5/21,30000
S-1062281,C-1001290,N-1003376,2021/5/21,9000
S-1062282,C-1000166,N-1003097,2021/5/21,9000
S-1062283,C-1000026,N-1002864,2021/5/21,9000
S-1062284,C-1000201,N-1001604,2021/5/21,50000
S-1062285,C-1000472,N-1000718,2021/5/21,13000
S-1062286,C-1000033,N-1002937,2021/5/21,9000
S-1062287,C-1000694,N-1001293,2021/5/21,30000
S-1062288,C-1000011,N-1000011,2021/5/21,15000
S-1062333,C-1000473,N-1000726,2021/5/21,30000
S-1062334,C-1000228,N-1000290,2021/5/21,50000
S-1062335,C-1000873,N-1001870,2021/5/21,50000
S-1062336,C-1000269,N-1002146,2021/5/21,30000
S-1062337,C-1000141,N-1001441,2021/5/21,15000
S-1062338,C-1000636,N-1001156,2021/5/21,21000
S-1062339,C-1000319,N-1001928,2021/5/21,6000
S-1062340,C-1000449,N-1000677,2021/5/21,15000
S-1062341,C-1000319,N-1001927,2021/5/21,6000
S-1062342,C-1000636,N-1001155,2021/5/21,21000
S-1062343,C-1000011,N-1000012,2021/5/21,15000
S-1062344,C-1000743,N-1001442,2021/5/21,50000
S-1062345,C-1001290,N-1003375,2021/5/21,9000
S-1062346,C-1000269,N-1002147,2021/5/21,30000
S-1062347,C-1001221,N-1003193,2021/5/21,13000
S-1062348,C-1000319,N-1001933,2021/5/21,6000
S-1062349,C-1000453,N-1001565,2021/5/21,80000
S-1062350,C-1000474,N-1003192,2021/5/21,50000
S-1062351,C-1000228,N-1000291,2021/5/21,50000
S-1062352,C-1001221,N-1003191,2021/5/21,13000
S-1062353,C-1000026,N-1001655,2021/5/21,9000
S-1062354,C-1001106,N-1002756,2021/5/21,29000
S-1062355,C-1000091,N-1000140,2021/5/21,30000
S-1062356,C-1000742,N-1001440,2021/5/21,30000
S-1062405,C-1000675,N-1002010,2021/5/21,50000
S-1062406,C-1000603,N-1001072,2021/5/21,15000
S-1062407,C-1000278,N-1000362,2021/5/21,80000
S-1062408,C-1000026,N-1003451,2021/5/21,9000
S-1062409,C-1000332,N-1001198,2021/5/21,30000
S-1062410,C-1000472,N-1000723,2021/5/21,13000
S-1062411,C-1000332,N-1001199,2021/5/21,30000
S-1062412,C-1000813,N-1001959,2021/5/21,15000
S-1062413,C-1000603,N-1001071,2021/5/21,15000
S-1062414,C-1000449,N-1003373,2021/5/21,15000
S-1062415,C-1000449,N-1000678,2021/5/21,15000
S-1062416,C-1000133,N-1003374,2021/5/21,30000
S-1062417,C-1000694,N-1002754,2021/5/21,30000
S-1062418,C-1000694,N-1001292,2021/5/21,30000
S-1062419,C-1000472,N-1000725,2021/5/21,13000
S-1062420,C-1001106,N-1002755,2021/5/21,29000
S-1062421,C-1000694,N-1001294,2021/5/21,30000
S-1062422,C-1000033,N-1002936,2021/5/21,29000
S-1062423,C-1001356,N-1003614,2021/5/21,13000
S-1062424,C-1000091,N-1000139,2021/5/21,30000
S-1062425,C-1000474,N-1000720,2021/5/21,13000
S-1062426,C-1000141,N-1001438,2021/5/21,15000
S-1062427,C-1000345,N-1000623,2021/5/21,80000
S-1062428,C-1000816,N-1001662,2021/5/22,15000
S-1062474,C-1000423,N-1001107,2021/5/22,30000
S-1062475,C-1000555,N-1002026,2021/5/22,30000
S-1062476,C-1000662,N-1002153,2021/5/22,9000
S-1062477,C-1000486,N-1001606,2021/5/22,29000
S-1062478,C-1000968,N-1002228,2021/5/22,80000
S-1062479,C-1000555,N-1002024,2021/5/22,30000
S-1062480,C-1000816,N-1001663,2021/5/22,15000
S-1062481,C-1000051,N-1001491,2021/5/22,80000
S-1062482,C-1000837,N-1001731,2021/5/22,15000
S-1062483,C-1000662,N-1002152,2021/5/22,9000
S-1062484,C-1000662,N-1002151,2021/5/22,9000
S-1062485,C-1000837,N-1001735,2021/5/22,15000
S-1062486,C-1001217,N-1003099,2021/5/22,13000
S-1062487,C-1000814,N-1001656,2021/5/22,10000
S-1062488,C-1000837,N-1001732,2021/5/22,15000
S-1062489,C-1000328,N-1000466,2021/5/22,9000
S-1062490,C-1000362,N-1000524,2021/5/22,9000
S-1062491,C-1000837,N-1001730,2021/5/22,15000
S-1062492,C-1000659,N-1001490,2021/5/22,30000
S-1062493,C-1000815,N-1001659,2021/5/22,50000
S-1062494,C-1001217,N-1003098,2021/5/22,13000
S-1062495,C-1000542,N-1000935,2021/5/22,9000
S-1062496,C-1000923,N-1002226,2021/5/22,15000
S-1062497,C-1000401,N-1000934,2021/5/22,29000
S-1062543,C-1000486,N-1001605,2021/5/22,29000
S-1062544,C-1000968,N-1002227,2021/5/22,80000
S-1062545,C-1000662,N-1002150,2021/5/22,9000
S-1062546,C-1000401,N-1000932,2021/5/22,29000
S-1062547,C-1000361,N-1000519,2021/5/22,29000
S-1062548,C-1000688,N-1002225,2021/5/22,80000
S-1062549,C-1000815,N-1001661,2021/5/22,50000
S-1062550,C-1000361,N-1000523,2021/5/22,29000
S-1062551,C-1000581,N-1000989,2021/5/22,50000
S-1062552,C-1001345,N-1003566,2021/5/22,30000
S-1062553,C-1000362,N-1000520,2021/5/22,9000
S-1062554,C-1000837,N-1001728,2021/5/22,15000
S-1062555,C-1000688,N-1002229,2021/5/22,80000
S-1062556,C-1000246,N-1000320,2021/5/22,80000
S-1062557,C-1000073,N-1001356,2021/5/22,15000
S-1062558,C-1000486,N-1001607,2021/5/22,29000
S-1062559,C-1000638,N-1001161,2021/5/22,6000
S-1062560,C-1000218,N-1000265,2021/5/22,10000
S-1062561,C-1000688,N-1002231,2021/5/22,80000
S-1062562,C-1000486,N-1001608,2021/5/22,29000
S-1062563,C-1001309,N-1003452,2021/5/22,9000
S-1062564,C-1000486,N-1001609,2021/5/22,29000
S-1062565,C-1000637,N-1002865,2021/5/22,13000
S-1062566,C-1000051,N-1001492,2021/5/22,80000
S-1062612,C-1000469,N-1000798,2021/5/22,21000
S-1062613,C-1000218,N-1000266,2021/5/22,10000
S-1062614,C-1000246,N-1000321,2021/5/22,80000
S-1062615,C-1000069,N-1000891,2021/5/22,29000
S-1062616,C-1000837,N-1001734,2021/5/22,15000
S-1062617,C-1000637,N-1001158,2021/5/22,13000
S-1062618,C-1000111,N-1000127,2021/5/22,13000
S-1062619,C-1000160,N-1000188,2021/5/22,21000
S-1062620,C-1000837,N-1001729,2021/5/22,15000
S-1062621,C-1000555,N-1002758,2021/5/22,30000
S-1062622,C-1001097,N-1002759,2021/5/22,80000
S-1062623,C-1000837,N-1001733,2021/5/22,15000
S-1062624,C-1000328,N-1002760,2021/5/22,9000
S-1062625,C-1000103,N-1000522,2021/5/22,15000
S-1062626,C-1000245,N-1000318,2021/5/22,50000
S-1062627,C-1000245,N-1000319,2021/5/22,50000
S-1062628,C-1000160,N-1000190,2021/5/22,21000
S-1062629,C-1000103,N-1003194,2021/5/22,15000
S-1062630,C-1000345,N-1000486,2021/5/22,15000
S-1062631,C-1000581,N-1000988,2021/5/22,50000
S-1062632,C-1000073,N-1001357,2021/5/22,15000
S-1062633,C-1000160,N-1000189,2021/5/22,21000
S-1062634,C-1000345,N-1000485,2021/5/22,50000
S-1062635,C-1000469,N-1000797,2021/5/22,21000
S-1062680,C-1000246,N-1003377,2021/5/22,80000
S-1062681,C-1000555,N-1002022,2021/5/22,30000
S-1062682,C-1000423,N-1001106,2021/5/22,30000
S-1062683,C-1000555,N-1002021,2021/5/22,30000
S-1062684,C-1000496,N-1000773,2021/5/22,15000
S-1062685,C-1000688,N-1002230,2021/5/22,80000
S-1062686,C-1000659,N-1001489,2021/5/22,30000
S-1062687,C-1001335,N-1003520,2021/5/22,50000
S-1062688,C-1000069,N-1000892,2021/5/22,29000
S-1062689,C-1000555,N-1002020,2021/5/22,30000
S-1062690,C-1001335,N-1003518,2021/5/22,50000
S-1062691,C-1001345,N-1003564,2021/5/22,30000
S-1062692,C-1000903,N-1002019,2021/5/22,30000
S-1062693,C-1000903,N-1002018,2021/5/22,30000
S-1062694,C-1001309,N-1003453,2021/5/22,9000
S-1062695,C-1000555,N-1002017,2021/5/22,30000
S-1062696,C-1000555,N-1002016,2021/5/22,30000
S-1062697,C-1000496,N-1000774,2021/5/22,15000
S-1062698,C-1001335,N-1003519,2021/5/22,50000
S-1062699,C-1000111,N-1000126,2021/5/22,13000
S-1062700,C-1001345,N-1003565,2021/5/22,30000
S-1062701,C-1000579,N-1002594,2021/5/22,29000
S-1062702,C-1000103,N-1000521,2021/5/22,15000
S-1062703,C-1000073,N-1002486,2021/5/22,15000
S-1062763,C-1000218,N-1002593,2021/5/22,21000
S-1062764,C-1001045,N-1002592,2021/5/22,50000
S-1062765,C-1000345,N-1000484,2021/5/22,50000
S-1062766,C-1000555,N-1002023,2021/5/22,30000
S-1062767,C-1000065,N-1000407,2021/5/22,30000
S-1062768,C-1000161,N-1002869,2021/5/23,13000
S-1062769,C-1000075,N-1000625,2021/5/23,15000
S-1062770,C-1000352,N-1001359,2021/5/23,30000
S-1062771,C-1001131,N-1002868,2021/5/23,21000
S-1062772,C-1000396,N-1000733,2021/5/23,30000
S-1062773,C-1000299,N-1000994,2021/5/23,13000
S-1062774,C-1001131,N-1002867,2021/5/23,21000
S-1062775,C-1000886,N-1002155,2021/5/23,9000
S-1062776,C-1000886,N-1002154,2021/5/23,9000
S-1062777,C-1000075,N-1000626,2021/5/23,15000
S-1062778,C-1000582,N-1000993,2021/5/23,15000
S-1062779,C-1000364,N-1002595,2021/5/23,6000
S-1062780,C-1000075,N-1000435,2021/5/23,6000
S-1062781,C-1000075,N-1000434,2021/5/23,6000
S-1062782,C-1000280,N-1001611,2021/5/23,50000
S-1062783,C-1000280,N-1001610,2021/5/23,50000
S-1062784,C-1000161,N-1000199,2021/5/23,13000
S-1062785,C-1000396,N-1000731,2021/5/23,30000
S-1062786,C-1000162,N-1000198,2021/5/23,15000
S-1062846,C-1000162,N-1000196,2021/5/23,80000
S-1062847,C-1000162,N-1000195,2021/5/23,80000
S-1062848,C-1000022,N-1000730,2021/5/23,30000
S-1062849,C-1000507,N-1000801,2021/5/23,21000
S-1062850,C-1000162,N-1000194,2021/5/23,50000
S-1062851,C-1000162,N-1000193,2021/5/23,50000
S-1062852,C-1000162,N-1000192,2021/5/23,29000
S-1062853,C-1000162,N-1000191,2021/5/23,29000
S-1062854,C-1001166,N-1002938,2021/5/23,30000
S-1062855,C-1001166,N-1002939,2021/5/23,30000
S-1062856,C-1000396,N-1002940,2021/5/23,30000
S-1062857,C-1000657,N-1001201,2021/5/23,15000
S-1062858,C-1000657,N-1001200,2021/5/23,15000
S-1062859,C-1000719,N-1002596,2021/5/23,10000
S-1062860,C-1000508,N-1000803,2021/5/23,13000
S-1062861,C-1001052,N-1002597,2021/5/23,10000
S-1062862,C-1001060,N-1002598,2021/5/23,13000
S-1062863,C-1000582,N-1000992,2021/5/23,15000
S-1062864,C-1000148,N-1001108,2021/5/23,50000
S-1062865,C-1000928,N-1002087,2021/5/23,80000
S-1062866,C-1000928,N-1002088,2021/5/23,80000
S-1062867,C-1000135,N-1000155,2021/5/23,30000
S-1062868,C-1000930,N-1002089,2021/5/23,30000
S-1062869,C-1000930,N-1002091,2021/5/23,30000
S-1062922,C-1000862,N-1001821,2021/5/23,21000
S-1062923,C-1000928,N-1002092,2021/5/23,80000
S-1062924,C-1000927,N-1002093,2021/5/23,30000
S-1062925,C-1000432,N-1002094,2021/5/23,50000
S-1062926,C-1001052,N-1002605,2021/5/23,10000
S-1062927,C-1000242,N-1002096,2021/5/23,10000
S-1062928,C-1001052,N-1002604,2021/5/23,10000
S-1062929,C-1000432,N-1002099,2021/5/23,50000
S-1062930,C-1000022,N-1000732,2021/5/23,30000
S-1062931,C-1001059,N-1002603,2021/5/23,50000
S-1062932,C-1001059,N-1002602,2021/5/23,50000
S-1062933,C-1000135,N-1000154,2021/5/23,30000
S-1062934,C-1001060,N-1002600,2021/5/23,13000
S-1062935,C-1000349,N-1000802,2021/5/23,80000
S-1062936,C-1000349,N-1000799,2021/5/23,80000
S-1062937,C-1001060,N-1002601,2021/5/23,13000
S-1062938,C-1000508,N-1000804,2021/5/23,13000
S-1062939,C-1000075,N-1002382,2021/5/23,6000
S-1062983,C-1000507,N-1002381,2021/5/23,21000
S-1062984,C-1000031,N-1000031,2021/5/23,15000
S-1062985,C-1000385,N-1002027,2021/5/23,30000
S-1062986,C-1000363,N-1000525,2021/5/23,30000
S-1062987,C-1000363,N-1002688,2021/5/23,9000
S-1062988,C-1000385,N-1002028,2021/5/23,30000
S-1062989,C-1000385,N-1002029,2021/5/23,30000
S-1062990,C-1000023,N-1003274,2021/5/23,30000
S-1062991,C-1000385,N-1002030,2021/5/23,30000
S-1062992,C-1001225,N-1003195,2021/5/23,10000
S-1062993,C-1001009,N-1002380,2021/5/23,15000
S-1062994,C-1001343,N-1003567,2021/5/23,80000
S-1062995,C-1000084,N-1000089,2021/5/23,15000
S-1062996,C-1000084,N-1000088,2021/5/23,15000
S-1062997,C-1001009,N-1002379,2021/5/23,15000
S-1062998,C-1000476,N-1000735,2021/5/23,80000
S-1062999,C-1000115,N-1000627,2021/5/23,13000
S-1063000,C-1000501,N-1001030,2021/5/23,13000
S-1063001,C-1001235,N-1003200,2021/5/23,13000
S-1063002,C-1000023,N-1001525,2021/5/23,10000
S-1063003,C-1000023,N-1001524,2021/5/23,10000
S-1063004,C-1000985,N-1002308,2021/5/23,50000
S-1063005,C-1000219,N-1000267,2021/5/23,80000
S-1063006,C-1001240,N-1003197,2021/5/23,10000
S-1063059,C-1001225,N-1003198,2021/5/23,10000
S-1063060,C-1001235,N-1003199,2021/5/23,13000
S-1063061,C-1000364,N-1000528,2021/5/23,6000
S-1063062,C-1000501,N-1001031,2021/5/23,13000
S-1063063,C-1000219,N-1000268,2021/5/23,80000
S-1063064,C-1000366,N-1000531,2021/5/23,50000
S-1063065,C-1000363,N-1000526,2021/5/23,30000
S-1063066,C-1000031,N-1000032,2021/5/23,15000
S-1063067,C-1001240,N-1003196,2021/5/23,10000
S-1063068,C-1000115,N-1000628,2021/5/23,13000
S-1063069,C-1000352,N-1001358,2021/5/23,30000
S-1063070,C-1000364,N-1000527,2021/5/23,6000
S-1063071,C-1000476,N-1000734,2021/5/23,80000
S-1063115,C-1000985,N-1002307,2021/5/23,50000
S-1063116,C-1000364,N-1000529,2021/5/23,6000
S-1063117,C-1000501,N-1002765,2021/5/23,9000
S-1063118,C-1000444,N-1001296,2021/5/23,6000
S-1063119,C-1000148,N-1002762,2021/5/23,30000
S-1063120,C-1000886,N-1002766,2021/5/23,9000
S-1063121,C-1001104,N-1002764,2021/5/23,9000
S-1063122,C-1000444,N-1001295,2021/5/23,6000
S-1063123,C-1001104,N-1002763,2021/5/23,9000
S-1063124,C-1000686,N-1001255,2021/5/24,9000
S-1063125,C-1001028,N-1002491,2021/5/24,30000
S-1063126,C-1001038,N-1002489,2021/5/24,29000
S-1063170,C-1001160,N-1002950,2021/5/24,50000
S-1063171,C-1000321,N-1002948,2021/5/24,13000
S-1063172,C-1000426,N-1000642,2021/5/24,80000
S-1063173,C-1001200,N-1003110,2021/5/24,21000
S-1063174,C-1000967,N-1002315,2021/5/24,13000
S-1063175,C-1000764,N-1002488,2021/5/24,10000
S-1063176,C-1000967,N-1002314,2021/5/24,13000
S-1063177,C-1001211,N-1003104,2021/5/24,10000
S-1063221,C-1000382,N-1000557,2021/5/24,50000
S-1063222,C-1001028,N-1002493,2021/5/24,30000
S-1063223,C-1001028,N-1002492,2021/5/24,30000
S-1063224,C-1000721,N-1001394,2021/5/24,80000
S-1063225,C-1000382,N-1001826,2021/5/24,9000
S-1063226,C-1000382,N-1000556,2021/5/24,50000
S-1063227,C-1001168,N-1002945,2021/5/24,50000
S-1063228,C-1001028,N-1002494,2021/5/24,30000
S-1063229,C-1000497,N-1000776,2021/5/24,6000
S-1063230,C-1001324,N-1003494,2021/5/24,15000
S-1063231,C-1000497,N-1000775,2021/5/24,6000
S-1063232,C-1000382,N-1001825,2021/5/24,9000
S-1063233,C-1000988,N-1002386,2021/5/24,50000
S-1063234,C-1001014,N-1002495,2021/5/24,9000
S-1063235,C-1001324,N-1003493,2021/5/24,15000
S-1063236,C-1000381,N-1002944,2021/5/24,21000
S-1063237,C-1000381,N-1000553,2021/5/24,21000
S-1063238,C-1000321,N-1000629,2021/5/24,13000
S-1063239,C-1000309,N-1000440,2021/5/24,50000
S-1063240,C-1000992,N-1002384,2021/5/24,80000
S-1063241,C-1000598,N-1001962,2021/5/24,10000
S-1063242,C-1001211,N-1003103,2021/5/24,10000
S-1063243,C-1000032,N-1000033,2021/5/24,13000
S-1063244,C-1000497,N-1003616,2021/5/24,6000
S-1063325,C-1000576,N-1001297,2021/5/24,29000
S-1063326,C-1000426,N-1000644,2021/5/24,13000
S-1063327,C-1000679,N-1001612,2021/5/24,15000
S-1063328,C-1000764,N-1002309,2021/5/24,10000
S-1063329,C-1000426,N-1000643,2021/5/24,13000
S-1063330,C-1000679,N-1001613,2021/5/24,15000
S-1063331,C-1000640,N-1001163,2021/5/24,6000
