îÑè„ID,å⁄ãqID,å_ñÒID,îÑè„ì˙,îÑè„
S-1147135,C-1000022,N-1000018,2022/5/6,30000
S-1147136,C-1000061,N-1001231,2022/5/6,9000
S-1147137,C-1001492,N-1004125,2022/5/6,50000
S-1147138,C-1001534,N-1004261,2022/5/6,80000
S-1147139,C-1000832,N-1002979,2022/5/6,29000
S-1147140,C-1001520,N-1004187,2022/5/6,21000
S-1147141,C-1000422,N-1000636,2022/5/6,50000
S-1147142,C-1000422,N-1000641,2022/5/6,50000
S-1147143,C-1000804,N-1001629,2022/5/6,9000
S-1147144,C-1000422,N-1000640,2022/5/6,50000
S-1147145,C-1001519,N-1004189,2022/5/6,21000
S-1147146,C-1000022,N-1000024,2022/5/6,15000
S-1147147,C-1001515,N-1004191,2022/5/6,9000
S-1147148,C-1000422,N-1000639,2022/5/6,50000
S-1147149,C-1001245,N-1003683,2022/5/6,80000
S-1147150,C-1001245,N-1003223,2022/5/6,13000
S-1147151,C-1001156,N-1002900,2022/5/6,50000
S-1147152,C-1000022,N-1000016,2022/5/6,50000
S-1147153,C-1000422,N-1002901,2022/5/6,50000
S-1147154,C-1001251,N-1003229,2022/5/6,30000
S-1147155,C-1001529,N-1004190,2022/5/6,10000
S-1147156,C-1000563,N-1000962,2022/5/6,30000
S-1147157,C-1000418,N-1001229,2022/5/6,50000
S-1147158,C-1000319,N-1000906,2022/5/6,9000
S-1147166,C-1001244,N-1003225,2022/5/6,30000
S-1147167,C-1000408,N-1001118,2022/5/6,80000
S-1147168,C-1001148,N-1002903,2022/5/6,13000
S-1147169,C-1000359,N-1000759,2022/5/6,30000
S-1147170,C-1000422,N-1000638,2022/5/6,50000
S-1147171,C-1000990,N-1002336,2022/5/6,15000
S-1147172,C-1001007,N-1002338,2022/5/6,21000
S-1147173,C-1000842,N-1002282,2022/5/6,13000
S-1147174,C-1001078,N-1002635,2022/5/6,15000
S-1147175,C-1000022,N-1000019,2022/5/6,50000
S-1147176,C-1001027,N-1002425,2022/5/6,29000
S-1147177,C-1001080,N-1002637,2022/5/6,21000
S-1147178,C-1001125,N-1004196,2022/5/6,80000
S-1147179,C-1000842,N-1002281,2022/5/6,13000
S-1147180,C-1000075,N-1000077,2022/5/6,30000
S-1147181,C-1000096,N-1000110,2022/5/6,9000
S-1147182,C-1000485,N-1000756,2022/5/6,50000
S-1147183,C-1000896,N-1001978,2022/5/6,15000
S-1147184,C-1001520,N-1004198,2022/5/6,21000
S-1147185,C-1001228,N-1003147,2022/5/6,21000
S-1147193,C-1000422,N-1003795,2022/5/6,50000
S-1147194,C-1000214,N-1001011,2022/5/6,30000
S-1147195,C-1001228,N-1003146,2022/5/6,21000
S-1147196,C-1000408,N-1003472,2022/5/6,80000
S-1147197,C-1000075,N-1000076,2022/5/6,30000
S-1147198,C-1000214,N-1003145,2022/5/6,13000
S-1147199,C-1000707,N-1001344,2022/5/6,10000
S-1147200,C-1000408,N-1001120,2022/5/6,80000
S-1147201,C-1000022,N-1003834,2022/5/6,50000
S-1147202,C-1001027,N-1002423,2022/5/6,29000
S-1147203,C-1000781,N-1002279,2022/5/6,15000
S-1147204,C-1001529,N-1004197,2022/5/6,10000
S-1147212,C-1001027,N-1002424,2022/5/6,29000
S-1147213,C-1000842,N-1003833,2022/5/6,13000
S-1147214,C-1000781,N-1002280,2022/5/6,15000
S-1147215,C-1000485,N-1000758,2022/5/6,50000
S-1147216,C-1000627,N-1001119,2022/5/6,15000
S-1147217,C-1000440,N-1000667,2022/5/6,15000
S-1147218,C-1001427,N-1003932,2022/5/6,30000
S-1147219,C-1001515,N-1004195,2022/5/6,9000
S-1147220,C-1001313,N-1003413,2022/5/6,13000
S-1147221,C-1000075,N-1003416,2022/5/6,29000
S-1147222,C-1000804,N-1003473,2022/5/6,9000
S-1147223,C-1001535,N-1004256,2022/5/6,30000
S-1147224,C-1000667,N-1003589,2022/5/6,13000
S-1147225,C-1001520,N-1004194,2022/5/6,21000
S-1147226,C-1000832,N-1001707,2022/5/6,29000
S-1147227,C-1000096,N-1003412,2022/5/6,10000
S-1147228,C-1001042,N-1003889,2022/5/6,15000
S-1147229,C-1001534,N-1004257,2022/5/6,80000
S-1147230,C-1001427,N-1003933,2022/5/6,30000
S-1147231,C-1001228,N-1003634,2022/5/6,21000
S-1147232,C-1000721,N-1001457,2022/5/6,10000
S-1147233,C-1000908,N-1003930,2022/5/6,13000
S-1147234,C-1001313,N-1003414,2022/5/6,13000
S-1147235,C-1000075,N-1000078,2022/5/6,30000
S-1147252,C-1000832,N-1001708,2022/5/6,29000
S-1147253,C-1000842,N-1002283,2022/5/6,13000
S-1147254,C-1000359,N-1000757,2022/5/6,30000
S-1147262,C-1001427,N-1003931,2022/5/6,30000
S-1147263,C-1001092,N-1002646,2022/5/7,21000
S-1147264,C-1000674,N-1002426,2022/5/7,13000
S-1147265,C-1000050,N-1003686,2022/5/7,21000
S-1147266,C-1000050,N-1000058,2022/5/7,21000
S-1147267,C-1000290,N-1002642,2022/5/7,15000
S-1147268,C-1001092,N-1002644,2022/5/7,21000
S-1147269,C-1000395,N-1000572,2022/5/7,30000
S-1147270,C-1001208,N-1003063,2022/5/7,80000
S-1147271,C-1000567,N-1003835,2022/5/7,50000
S-1147272,C-1001094,N-1002641,2022/5/7,50000
S-1147273,C-1001094,N-1002640,2022/5/7,50000
S-1147274,C-1000461,N-1002639,2022/5/7,15000
S-1147275,C-1001096,N-1002638,2022/5/7,29000
S-1147276,C-1000567,N-1001122,2022/5/7,30000
S-1147277,C-1000290,N-1004200,2022/5/7,15000
S-1147278,C-1000193,N-1000231,2022/5/7,9000
S-1147279,C-1000510,N-1000822,2022/5/7,21000
S-1147280,C-1000601,N-1001051,2022/5/7,21000
S-1147281,C-1000674,N-1001234,2022/5/7,13000
S-1147282,C-1000194,N-1000867,2022/5/7,30000
S-1147283,C-1000290,N-1000381,2022/5/7,50000
S-1147284,C-1000245,N-1001422,2022/5/7,50000
S-1147285,C-1000245,N-1001421,2022/5/7,50000
S-1147297,C-1000844,N-1001772,2022/5/7,80000
S-1147298,C-1000844,N-1004061,2022/5/7,50000
S-1147299,C-1000245,N-1001419,2022/5/7,50000
S-1147300,C-1001435,N-1003935,2022/5/7,21000
S-1147301,C-1000844,N-1001771,2022/5/7,80000
S-1147302,C-1000625,N-1001124,2022/5/7,21000
S-1147303,C-1000290,N-1000382,2022/5/7,15000
S-1147304,C-1000844,N-1001770,2022/5/7,21000
S-1147305,C-1001435,N-1003936,2022/5/7,21000
S-1147306,C-1001363,N-1003635,2022/5/7,13000
S-1147307,C-1000050,N-1000057,2022/5/7,21000
S-1147308,C-1001302,N-1003417,2022/5/7,30000
S-1147309,C-1000522,N-1000869,2022/5/7,80000
S-1147310,C-1001316,N-1003418,2022/5/7,80000
S-1147311,C-1001363,N-1003636,2022/5/7,13000
S-1147312,C-1000934,N-1002118,2022/5/7,9000
S-1147313,C-1000844,N-1001769,2022/5/7,80000
S-1147314,C-1000750,N-1002117,2022/5/7,21000
S-1147315,C-1000750,N-1002116,2022/5/7,21000
S-1147316,C-1000844,N-1001768,2022/5/7,21000
S-1147317,C-1000535,N-1000907,2022/5/7,10000
S-1147318,C-1000535,N-1004129,2022/5/7,10000
S-1147319,C-1000625,N-1001123,2022/5/7,21000
S-1147320,C-1001208,N-1003062,2022/5/7,80000
S-1147332,C-1000305,N-1000502,2022/5/7,80000
S-1147333,C-1001487,N-1004128,2022/5/7,50000
S-1147334,C-1000625,N-1001125,2022/5/7,21000
S-1147335,C-1000194,N-1000866,2022/5/7,30000
S-1147336,C-1001181,N-1002982,2022/5/7,50000
S-1147337,C-1001182,N-1002981,2022/5/7,15000
S-1147338,C-1001174,N-1002988,2022/5/7,80000
S-1147339,C-1000674,N-1001233,2022/5/7,13000
S-1147340,C-1000510,N-1000821,2022/5/7,21000
S-1147341,C-1001487,N-1004127,2022/5/7,50000
S-1147342,C-1000290,N-1000379,2022/5/7,15000
S-1147343,C-1000216,N-1001580,2022/5/7,21000
S-1147344,C-1000395,N-1000569,2022/5/7,30000
S-1147345,C-1000395,N-1000570,2022/5/7,30000
S-1147346,C-1000909,N-1002050,2022/5/7,29000
S-1147347,C-1000277,N-1000909,2022/5/7,29000
S-1147348,C-1001174,N-1002985,2022/5/7,80000
S-1147349,C-1000305,N-1002342,2022/5/7,80000
S-1147350,C-1000290,N-1000377,2022/5/7,15000
S-1147351,C-1000290,N-1000378,2022/5/7,15000
S-1147352,C-1001182,N-1002980,2022/5/7,15000
S-1147353,C-1000395,N-1000567,2022/5/7,30000
S-1147354,C-1001176,N-1002987,2022/5/7,29000
S-1147355,C-1000277,N-1000908,2022/5/7,29000
S-1147367,C-1000216,N-1001583,2022/5/7,21000
S-1147368,C-1000510,N-1000820,2022/5/7,21000
S-1147369,C-1000909,N-1002051,2022/5/7,29000
S-1147370,C-1000567,N-1001121,2022/5/7,30000
S-1147371,C-1001176,N-1002986,2022/5/7,29000
S-1147372,C-1001181,N-1002984,2022/5/7,50000
S-1147373,C-1000210,N-1000252,2022/5/8,15000
S-1147374,C-1000469,N-1001096,2022/5/8,13000
S-1147375,C-1001113,N-1002719,2022/5/8,30000
S-1147376,C-1001111,N-1002721,2022/5/8,15000
S-1147377,C-1001158,N-1003540,2022/5/8,15000
S-1147378,C-1000293,N-1000384,2022/5/8,6000
S-1147379,C-1000678,N-1003474,2022/5/8,6000
S-1147380,C-1001498,N-1004130,2022/5/8,21000
S-1147381,C-1001372,N-1003638,2022/5/8,30000
S-1147382,C-1001144,N-1002819,2022/5/8,6000
S-1147383,C-1000231,N-1000601,2022/5/8,10000
S-1147384,C-1001158,N-1004267,2022/5/8,21000
S-1147385,C-1001498,N-1004131,2022/5/8,21000
S-1147386,C-1000716,N-1001375,2022/5/8,10000
S-1147387,C-1000462,N-1000698,2022/5/8,50000
S-1147388,C-1001279,N-1003687,2022/5/8,80000
S-1147389,C-1000293,N-1000385,2022/5/8,6000
S-1147390,C-1000462,N-1000693,2022/5/8,50000
S-1147402,C-1000774,N-1001514,2022/5/8,13000
S-1147403,C-1000127,N-1000281,2022/5/8,10000
S-1147404,C-1000335,N-1003637,2022/5/8,80000
S-1147405,C-1000258,N-1000332,2022/5/8,50000
S-1147406,C-1000902,N-1002119,2022/5/8,50000
S-1147407,C-1000462,N-1000699,2022/5/8,50000
S-1147408,C-1001279,N-1003326,2022/5/8,80000
S-1147409,C-1000991,N-1002345,2022/5/8,80000
S-1147410,C-1001123,N-1002816,2022/5/8,21000
S-1147411,C-1001201,N-1003065,2022/5/8,30000
S-1147412,C-1000845,N-1004265,2022/5/8,29000
S-1147413,C-1000716,N-1003148,2022/5/8,10000
S-1147414,C-1000501,N-1000784,2022/5/8,15000
S-1147422,C-1001008,N-1002347,2022/5/8,13000
S-1147423,C-1000991,N-1002344,2022/5/8,80000
S-1147424,C-1000054,N-1003420,2022/5/8,6000
S-1147425,C-1000636,N-1001459,2022/5/8,50000
S-1147426,C-1000991,N-1002343,2022/5/8,80000
S-1147427,C-1000774,N-1001515,2022/5/8,13000
S-1147428,C-1000897,N-1001980,2022/5/8,9000
S-1147429,C-1000628,N-1001981,2022/5/8,30000
S-1147430,C-1000636,N-1001458,2022/5/8,50000
S-1147431,C-1000325,N-1001052,2022/5/8,50000
S-1147432,C-1000413,N-1002818,2022/5/8,80000
S-1147433,C-1000008,N-1000279,2022/5/8,50000
S-1147434,C-1000293,N-1000383,2022/5/8,6000
S-1147435,C-1000716,N-1001376,2022/5/8,10000
S-1147436,C-1000258,N-1000331,2022/5/8,50000
S-1147437,C-1000325,N-1001054,2022/5/8,50000
S-1147438,C-1000127,N-1000280,2022/5/8,10000
S-1147439,C-1000258,N-1000330,2022/5/8,50000
S-1147440,C-1000462,N-1000691,2022/5/8,50000
S-1147441,C-1000628,N-1001983,2022/5/8,30000
S-1147442,C-1000462,N-1000696,2022/5/8,50000
S-1147443,C-1001552,N-1004266,2022/5/8,10000
S-1147444,C-1000325,N-1003590,2022/5/8,21000
S-1147445,C-1001123,N-1002815,2022/5/8,21000
S-1147459,C-1001008,N-1002348,2022/5/8,13000
S-1147460,C-1000806,N-1001633,2022/5/8,50000
S-1147461,C-1000054,N-1001179,2022/5/8,6000
S-1147462,C-1000210,N-1003838,2022/5/8,15000
S-1147463,C-1001547,N-1004262,2022/5/8,30000
S-1147464,C-1001377,N-1003640,2022/5/8,13000
S-1147465,C-1000538,N-1001097,2022/5/8,13000
S-1147466,C-1000806,N-1001634,2022/5/8,50000
S-1147467,C-1000144,N-1004201,2022/5/8,15000
S-1147468,C-1000536,N-1000914,2022/5/8,15000
S-1147469,C-1000144,N-1000912,2022/5/8,15000
S-1147470,C-1001377,N-1003641,2022/5/8,13000
S-1147471,C-1000162,N-1000306,2022/5/8,50000
S-1147472,C-1001008,N-1003837,2022/5/8,13000
S-1147473,C-1000845,N-1001777,2022/5/8,21000
S-1147474,C-1000054,N-1001181,2022/5/8,6000
S-1147475,C-1000231,N-1000602,2022/5/8,10000
S-1147476,C-1001201,N-1003066,2022/5/8,30000
S-1147477,C-1000897,N-1003325,2022/5/8,9000
S-1147485,C-1000018,N-1003737,2022/5/8,30000
S-1147486,C-1000231,N-1000607,2022/5/8,10000
S-1147487,C-1000018,N-1001127,2022/5/8,30000
S-1147488,C-1000258,N-1000329,2022/5/8,50000
S-1147489,C-1000846,N-1001776,2022/5/8,30000
S-1147490,C-1000006,N-1001853,2022/5/8,21000
S-1147491,C-1001201,N-1004268,2022/5/8,30000
S-1147492,C-1000162,N-1000309,2022/5/8,50000
S-1147493,C-1001279,N-1004062,2022/5/8,80000
S-1147494,C-1000006,N-1001852,2022/5/8,21000
S-1147495,C-1000462,N-1000697,2022/5/8,50000
S-1147496,C-1000054,N-1001182,2022/5/8,6000
S-1147497,C-1000231,N-1003836,2022/5/8,10000
S-1147498,C-1000501,N-1003510,2022/5/8,15000
S-1147499,C-1000335,N-1004264,2022/5/8,80000
S-1147507,C-1000158,N-1000694,2022/5/8,10000
S-1147508,C-1000678,N-1002990,2022/5/8,6000
S-1147509,C-1000462,N-1000692,2022/5/8,50000
S-1147510,C-1000325,N-1001053,2022/5/8,50000
S-1147511,C-1000012,N-1002428,2022/5/8,6000
S-1147512,C-1000846,N-1001779,2022/5/8,80000
S-1147513,C-1000413,N-1000606,2022/5/8,80000
S-1147514,C-1000716,N-1002989,2022/5/8,10000
S-1147515,C-1000335,N-1000474,2022/5/8,80000
S-1147516,C-1000231,N-1002427,2022/5/8,10000
S-1147517,C-1000536,N-1000916,2022/5/8,15000
S-1147518,C-1000486,N-1001276,2022/5/8,10000
S-1147519,C-1001008,N-1002349,2022/5/8,13000
S-1147520,C-1001201,N-1003064,2022/5/8,30000
S-1147521,C-1001158,N-1002906,2022/5/8,21000
S-1147522,C-1000054,N-1001183,2022/5/8,6000
S-1147523,C-1000413,N-1000605,2022/5/8,80000
S-1147524,C-1001547,N-1004263,2022/5/8,30000
S-1147525,C-1000898,N-1003890,2022/5/9,15000
S-1147526,C-1000041,N-1002121,2022/5/9,21000
S-1147527,C-1000143,N-1000168,2022/5/9,21000
S-1147528,C-1000036,N-1001132,2022/5/9,13000
S-1147529,C-1001481,N-1004063,2022/5/9,9000
S-1147530,C-1000649,N-1001187,2022/5/9,13000
S-1147538,C-1000051,N-1000063,2022/5/9,21000
S-1147539,C-1000143,N-1000166,2022/5/9,30000
S-1147540,C-1000936,N-1002122,2022/5/9,6000
S-1147541,C-1000502,N-1000786,2022/5/9,80000
S-1147542,C-1000187,N-1000609,2022/5/9,80000
S-1147543,C-1000052,N-1002822,2022/5/9,21000
S-1147544,C-1000649,N-1003591,2022/5/9,13000
S-1147545,C-1000847,N-1001787,2022/5/9,13000
S-1147546,C-1000098,N-1000113,2022/5/9,21000
S-1147547,C-1001116,N-1002725,2022/5/9,80000
S-1147548,C-1000051,N-1000065,2022/5/9,21000
S-1147549,C-1000649,N-1001185,2022/5/9,13000
S-1147556,C-1000007,N-1000000,2022/5/9,21000
S-1147557,C-1000936,N-1002123,2022/5/9,6000
S-1147558,C-1000847,N-1001785,2022/5/9,13000
S-1147559,C-1000108,N-1000125,2022/5/9,13000
S-1147560,C-1000502,N-1000785,2022/5/9,80000
S-1147561,C-1001145,N-1002823,2022/5/9,30000
S-1147562,C-1000306,N-1000432,2022/5/9,21000
S-1147563,C-1000052,N-1000064,2022/5/9,50000
S-1147564,C-1000502,N-1003691,2022/5/9,80000
S-1147565,C-1000167,N-1000207,2022/5/9,50000
S-1147566,C-1000649,N-1001188,2022/5/9,13000
S-1147567,C-1000649,N-1003689,2022/5/9,13000
S-1147568,C-1000589,N-1001516,2022/5/9,13000
S-1147569,C-1001145,N-1003690,2022/5/9,30000
S-1147570,C-1001077,N-1002723,2022/5/9,10000
S-1147571,C-1001369,N-1003643,2022/5/9,13000
S-1147572,C-1001145,N-1002821,2022/5/9,30000
S-1147573,C-1000007,N-1002820,2022/5/9,21000
S-1147574,C-1000649,N-1002724,2022/5/9,13000
S-1147575,C-1000143,N-1000167,2022/5/9,30000
S-1147576,C-1000898,N-1004132,2022/5/9,15000
S-1147577,C-1000041,N-1002125,2022/5/9,21000
S-1147578,C-1000350,N-1000611,2022/5/9,15000
S-1147579,C-1000350,N-1000612,2022/5/9,15000
S-1147587,C-1000936,N-1002124,2022/5/9,6000
S-1147588,C-1000649,N-1001186,2022/5/9,13000
S-1147589,C-1000847,N-1001786,2022/5/9,13000
S-1147590,C-1000847,N-1001783,2022/5/9,13000
S-1147591,C-1000405,N-1001056,2022/5/9,50000
S-1147592,C-1000108,N-1000124,2022/5/9,13000
S-1147593,C-1000051,N-1000059,2022/5/9,30000
S-1147594,C-1000354,N-1000506,2022/5/9,30000
S-1147595,C-1001531,N-1004203,2022/5/9,10000
S-1147596,C-1000360,N-1001349,2022/5/9,10000
S-1147597,C-1001084,N-1002649,2022/5/9,13000
S-1147598,C-1000649,N-1001189,2022/5/9,13000
S-1147599,C-1000673,N-1001990,2022/5/9,9000
S-1147600,C-1001340,N-1003543,2022/5/9,50000
S-1147601,C-1000052,N-1002647,2022/5/9,50000
S-1147602,C-1001084,N-1002650,2022/5/9,13000
S-1147603,C-1000331,N-1001788,2022/5/9,10000
S-1147604,C-1000673,N-1001988,2022/5/9,9000
S-1147605,C-1001249,N-1003232,2022/5/9,50000
S-1147606,C-1001531,N-1004204,2022/5/9,10000
S-1147607,C-1000483,N-1001347,2022/5/9,50000
S-1147608,C-1000537,N-1000918,2022/5/9,30000
S-1147609,C-1000224,N-1000282,2022/5/9,50000
S-1147610,C-1000483,N-1001348,2022/5/9,50000
S-1147618,C-1000007,N-1000001,2022/5/9,21000
S-1147619,C-1000910,N-1002058,2022/5/9,80000
S-1147620,C-1000870,N-1004202,2022/5/9,30000
S-1147621,C-1000051,N-1003235,2022/5/9,21000
S-1147622,C-1001319,N-1003477,2022/5/9,80000
S-1147623,C-1000051,N-1000060,2022/5/9,30000
S-1147624,C-1000649,N-1003977,2022/5/9,13000
S-1147625,C-1001262,N-1003234,2022/5/9,10000
S-1147626,C-1000870,N-1001856,2022/5/9,30000
S-1147627,C-1000354,N-1003797,2022/5/9,13000
S-1147628,C-1001444,N-1003976,2022/5/9,50000
S-1147635,C-1000098,N-1002908,2022/5/9,6000
S-1147636,C-1000978,N-1002284,2022/5/9,15000
S-1147637,C-1001444,N-1003975,2022/5/9,50000
S-1147638,C-1000260,N-1000336,2022/5/9,13000
S-1147639,C-1001262,N-1003233,2022/5/9,10000
S-1147640,C-1000036,N-1001130,2022/5/9,13000
S-1147641,C-1000911,N-1002059,2022/5/9,10000
S-1147642,C-1000167,N-1000206,2022/5/9,50000
S-1147643,C-1000752,N-1001460,2022/5/9,50000
S-1147644,C-1000911,N-1002053,2022/5/9,10000
S-1147645,C-1000673,N-1001987,2022/5/9,9000
S-1147646,C-1000911,N-1002056,2022/5/9,10000
S-1147647,C-1000673,N-1001986,2022/5/9,9000
S-1147648,C-1000036,N-1001131,2022/5/9,13000
S-1147649,C-1000331,N-1001791,2022/5/9,10000
S-1147650,C-1001481,N-1004064,2022/5/9,9000
S-1147651,C-1000589,N-1001517,2022/5/9,13000
S-1147652,C-1000051,N-1000062,2022/5/9,21000
S-1147653,C-1000847,N-1001789,2022/5/9,13000
S-1147654,C-1000108,N-1003938,2022/5/9,30000
S-1147655,C-1000441,N-1003421,2022/5/9,9000
S-1147662,C-1000007,N-1000002,2022/5/9,21000
S-1147663,C-1000350,N-1000608,2022/5/9,15000
S-1147664,C-1000898,N-1003839,2022/5/9,15000
S-1147665,C-1000847,N-1001790,2022/5/9,13000
S-1147666,C-1000441,N-1000670,2022/5/9,9000
S-1147667,C-1000589,N-1001518,2022/5/9,13000
S-1147668,C-1000752,N-1002539,2022/5/9,50000
S-1147669,C-1000098,N-1002537,2022/5/9,21000
S-1147670,C-1000036,N-1001129,2022/5/9,13000
S-1147671,C-1001249,N-1003231,2022/5/9,50000
S-1147672,C-1000978,N-1003796,2022/5/9,50000
S-1147679,C-1001145,N-1004065,2022/5/9,30000
S-1147680,C-1000898,N-1001985,2022/5/9,15000
S-1147681,C-1000898,N-1001984,2022/5/9,15000
S-1147682,C-1001369,N-1003642,2022/5/9,13000
S-1147683,C-1001314,N-1003422,2022/5/9,50000
S-1147684,C-1000405,N-1001055,2022/5/9,50000
S-1147685,C-1001340,N-1003541,2022/5/9,50000
S-1147686,C-1000052,N-1000061,2022/5/9,50000
S-1147687,C-1000649,N-1001184,2022/5/9,13000
S-1147688,C-1000883,N-1001900,2022/5/9,9000
S-1147689,C-1000567,N-1001585,2022/5/10,80000
S-1147690,C-1000240,N-1003328,2022/5/10,13000
S-1147691,C-1001017,N-1002435,2022/5/10,30000
S-1147692,C-1001504,N-1004133,2022/5/10,10000
S-1147693,C-1000979,N-1002285,2022/5/10,50000
S-1147694,C-1000240,N-1003332,2022/5/10,13000
S-1147695,C-1001433,N-1003941,2022/5/10,13000
S-1147696,C-1000464,N-1000702,2022/5/10,29000
S-1147697,C-1000061,N-1001013,2022/5/10,10000
S-1147698,C-1000235,N-1003236,2022/5/10,13000
S-1147699,C-1001162,N-1002909,2022/5/10,30000
S-1147700,C-1001021,N-1002432,2022/5/10,50000
S-1147701,C-1001138,N-1003939,2022/5/10,13000
S-1147702,C-1000466,N-1000701,2022/5/10,30000
S-1147717,C-1001031,N-1002437,2022/5/10,15000
S-1147718,C-1000464,N-1000703,2022/5/10,29000
S-1147719,C-1000016,N-1001586,2022/5/10,80000
S-1147720,C-1000827,N-1002911,2022/5/10,80000
S-1147721,C-1000372,N-1003237,2022/5/10,30000
S-1147722,C-1000353,N-1001544,2022/5/10,15000
S-1147723,C-1001276,N-1003330,2022/5/10,13000
S-1147724,C-1001021,N-1002433,2022/5/10,50000
S-1147725,C-1000466,N-1000700,2022/5/10,30000
S-1147732,C-1001433,N-1003940,2022/5/10,13000
S-1147733,C-1001020,N-1002438,2022/5/10,30000
S-1147734,C-1000464,N-1000704,2022/5/10,29000
S-1147735,C-1000240,N-1003329,2022/5/10,13000
S-1147736,C-1001020,N-1002430,2022/5/10,30000
S-1147737,C-1001031,N-1002431,2022/5/10,15000
S-1147738,C-1001017,N-1002436,2022/5/10,30000
S-1147739,C-1001138,N-1003593,2022/5/10,13000
S-1147740,C-1000353,N-1001545,2022/5/10,15000
S-1147741,C-1000979,N-1002286,2022/5/10,50000
S-1147742,C-1001138,N-1002825,2022/5/10,13000
S-1147743,C-1000372,N-1001380,2022/5/10,30000
S-1147744,C-1000040,N-1001858,2022/5/10,21000
S-1147745,C-1000333,N-1001377,2022/5/10,50000
S-1147746,C-1001183,N-1002995,2022/5/10,21000
S-1147747,C-1000619,N-1001100,2022/5/10,30000
S-1147748,C-1000016,N-1004066,2022/5/10,50000
S-1147749,C-1000318,N-1003544,2022/5/10,29000
S-1147750,C-1000629,N-1001133,2022/5/10,80000
S-1147751,C-1000489,N-1000762,2022/5/10,6000
S-1147752,C-1000333,N-1001378,2022/5/10,50000
S-1147753,C-1000569,N-1000966,2022/5/10,13000
S-1147754,C-1000912,N-1002063,2022/5/10,29000
S-1147755,C-1001128,N-1003423,2022/5/10,21000
S-1147763,C-1000569,N-1000964,2022/5/10,13000
S-1147764,C-1001184,N-1002998,2022/5/10,9000
S-1147765,C-1001184,N-1004205,2022/5/10,9000
S-1147766,C-1001081,N-1002656,2022/5/10,50000
S-1147767,C-1000677,N-1002651,2022/5/10,30000
S-1147768,C-1001348,N-1003549,2022/5/10,30000
S-1147769,C-1001368,N-1003647,2022/5/10,30000
S-1147770,C-1001379,N-1003692,2022/5/10,13000
S-1147771,C-1000337,N-1000476,2022/5/10,9000
S-1147772,C-1001017,N-1002540,2022/5/10,30000
S-1147773,C-1000807,N-1002652,2022/5/10,21000
S-1147774,C-1001184,N-1002997,2022/5/10,9000
S-1147775,C-1001089,N-1002653,2022/5/10,30000
S-1147776,C-1001348,N-1003548,2022/5/10,30000
S-1147777,C-1001089,N-1002654,2022/5/10,30000
S-1147778,C-1000677,N-1001238,2022/5/10,30000
S-1147779,C-1000040,N-1003546,2022/5/10,21000
S-1147780,C-1001368,N-1003646,2022/5/10,30000
S-1147781,C-1000318,N-1000870,2022/5/10,29000
S-1147782,C-1001184,N-1003648,2022/5/10,6000
S-1147783,C-1000807,N-1001636,2022/5/10,21000
S-1147784,C-1001379,N-1003693,2022/5/10,13000
S-1147785,C-1000677,N-1001237,2022/5/10,30000
S-1147786,C-1000827,N-1001903,2022/5/10,80000
S-1147793,C-1001348,N-1003547,2022/5/10,30000
S-1147794,C-1000827,N-1001904,2022/5/10,80000
S-1147795,C-1000240,N-1000313,2022/5/10,13000
S-1147796,C-1000489,N-1000760,2022/5/10,6000
S-1147797,C-1000736,N-1001423,2022/5/10,13000
S-1147798,C-1001128,N-1002827,2022/5/10,21000
S-1147799,C-1001138,N-1002824,2022/5/10,13000
S-1147800,C-1000240,N-1000312,2022/5/10,13000
S-1147801,C-1000685,N-1001643,2022/5/11,29000
S-1147802,C-1000794,N-1001590,2022/5/11,10000
S-1147803,C-1000794,N-1002443,2022/5/11,10000
S-1147804,C-1001506,N-1004136,2022/5/11,15000
S-1147805,C-1000809,N-1001641,2022/5/11,80000
S-1147806,C-1000809,N-1001642,2022/5/11,80000
S-1147807,C-1000357,N-1001278,2022/5/11,30000
S-1147814,C-1001521,N-1004206,2022/5/11,30000
S-1147815,C-1000295,N-1000388,2022/5/11,50000
S-1147816,C-1000357,N-1001277,2022/5/11,30000
S-1147817,C-1001447,N-1003980,2022/5/11,50000
S-1147818,C-1001523,N-1004207,2022/5/11,13000
S-1147819,C-1000670,N-1001640,2022/5/11,50000
S-1147820,C-1000913,N-1002067,2022/5/11,30000
S-1147821,C-1000794,N-1001589,2022/5/11,10000
S-1147822,C-1000913,N-1002065,2022/5/11,30000
S-1147823,C-1001466,N-1004069,2022/5/11,10000
S-1147824,C-1000295,N-1000389,2022/5/11,50000
S-1147825,C-1000295,N-1000395,2022/5/11,50000
S-1147826,C-1001466,N-1004070,2022/5/11,10000
S-1147827,C-1000295,N-1000392,2022/5/11,50000
S-1147828,C-1001310,N-1003431,2022/5/11,15000
S-1147829,C-1000809,N-1003841,2022/5/11,50000
S-1147830,C-1001015,N-1002440,2022/5/11,9000
S-1147831,C-1000099,N-1002439,2022/5/11,21000
S-1147832,C-1001308,N-1003432,2022/5/11,21000
S-1147833,C-1000809,N-1003480,2022/5/11,80000
S-1147834,C-1001153,N-1003241,2022/5/11,80000
S-1147835,C-1000055,N-1000067,2022/5/11,13000
S-1147836,C-1001307,N-1003428,2022/5/11,6000
S-1147837,C-1001308,N-1003427,2022/5/11,21000
S-1147847,C-1000295,N-1000393,2022/5/11,50000
